llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,orig_content_len,eval_content_len,was_truncated,condition,bundle,order,condition_kind,requested_task_count,epu_pred,epu_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,parse_status,task_completion_count,completion_share,aux_mean,who_pred,who_correct,who_requested,who_present,actions_pred,actions_correct,actions_requested,actions_present,effects_pred,effects_correct,effects_requested,effects_present,mention_foreign_pred,mention_foreign_correct,mention_foreign_requested,mention_foreign_present,mainly_foreign_pred,mainly_foreign_correct,mainly_foreign_requested,mainly_foreign_present
anthropic/claude-sonnet-4-6@default,Midcentury_6247,0,0,WSJ,1987,6397,6397,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.72,Bond prices recently 'have moved in a very tight trading range' amid debate about the economy's prospects and what the next move by the Federal Reserve System will be.,0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Midcentury_6247,0,0,WSJ,1987,6397,6397,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.75,amid debate about the economy's prospects and what the next move by the Federal Reserve System will be,1,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_868,0,0,LAT,1996,9121,9121,4989,1,single_focus,,,single,0,1.0,0.0,0.65,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_868,0,0,LAT,1996,9121,9121,4989,1,single_long_control,,,single_control,0,1.0,0.0,0.72,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_868,0,0,LAT,1996,9121,9121,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.62,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,5,1.0,0.6,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_868,0,0,LAT,1996,9121,9121,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.72,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1447,0,0,SFC,2010,14295,14295,4989,1,single_focus,,,single,0,0.0,1.0,0.85,"Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1447,0,0,SFC,2010,14295,14295,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.85,"Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers. Even if his rates are relatively steep, he says, he is ultimately limited by how much money he can borrow from banks and would welcome a low-interest loan from the government.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1447,0,0,SFC,2010,14295,14295,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.82,"Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers.",0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1447,0,0,SFC,2010,14295,14295,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.82,"Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers. Even if his rates are relatively steep, he says, he is ultimately limited by how much money he can borrow from banks and would welcome a low-interest loan from the government.",0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_438,0,0,MIHB,2004,2586,2586,2586,0,single_focus,,,single,0,0.0,1.0,0.75,political uncertainty and deeply rooted corruption,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_438,0,0,MIHB,2004,2586,2586,2586,0,single_long_control,,,single_control,0,0.0,1.0,0.72,"the country faces high unemployment, political uncertainty and deeply rooted corruption",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_438,0,0,MIHB,2004,2586,2586,2586,0,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.62,the first few months of EU membership will show whether Jekyll or the monster Hyde will prevail,0,1,ok,5,1.0,0.6,0.0,1.0,1,1,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_438,0,0,MIHB,2004,2586,2586,2586,0,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.65,the first few months of EU membership will show whether Jekyll or the monster Hyde will prevail,0,1,ok,5,1.0,0.6,0.0,1.0,1,1,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Midcentury_8062,0,0,WPO,1989,5678,5678,4989,1,single_focus,,,single,0,1.0,0.0,0.65,"A number of Federal Reserve poliymakers Have said they believe economic growth must be slowed to a pace of about 2.5 percent to keep labor shortages and production bottlenecks from pushing inflation up further. However, Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Midcentury_8062,0,0,WPO,1989,5678,5678,4989,1,single_long_control,,,single_control,0,1.0,0.0,0.7,"A number of Federal Reserve poliymakers Have said they believe economic growth must be slowed to a pace of about 2.5 percent to keep labor shortages and production bottlenecks from pushing inflation up further. However, Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Midcentury_8062,0,0,WPO,1989,5678,5678,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.72,"A number of Federal Reserve policymakers Have said they believe economic growth must be slowed to a pace of about 2.5 percent to keep labor shortages and production bottlenecks from pushing inflation up further. However, Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.",0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Midcentury_8062,0,0,WPO,1989,5678,5678,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.72,"A number of Federal Reserve policymakers have said they believe economic growth must be slowed to a pace of about 2.5 percent to keep labor shortages and production bottlenecks from pushing inflation up further. However, Fed officials also have indicated they are not eager to boost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.",0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Midcentury_6230,0,0,WSJ,1992,6327,6327,4989,1,single_focus,,,single,0,1.0,0.0,0.55,"the cash that's being held by banks in Treasury bills will become burdensome because it attracts too much notice from— the political animals... so the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Midcentury_6230,0,0,WSJ,1992,6327,6327,4989,1,single_long_control,,,single_control,0,1.0,0.0,0.55,"the cash that's being held by banks in Treasury bills will become burdensome because it attracts too much notice from— the political animals... so the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Midcentury_6230,0,0,WSJ,1992,6327,6327,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.62,"the cash that's being held by banks in Treasury bills will become burdensome because it attracts too much notice from— the political animals... the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view.",0,1,ok,5,1.0,0.6,0.0,1.0,1,1,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Midcentury_6230,0,0,WSJ,1992,6327,6327,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.65,"what has to happen is that sooner or later, the cash that's being held by banks in Treasury bills will become burdensome because it attracts too much notice from the political animals, so the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view.",0,1,ok,5,1.0,0.2,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_928,0,0,SFC,1995,6456,6456,4989,1,single_focus,,,single,0,0.0,1.0,0.99,"The Ghost Road is the last of a trilogy of novels set during the first World War among a group of shell-shocked, traumatized British soldiers",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_928,0,0,SFC,1995,6456,6456,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.99,"The Ghost Road is the last of a trilogy of novels set during the first World War among a group of shell-shocked, traumatized British soldiers",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_928,0,0,SFC,1995,6456,6456,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.99,Barker's unflinching eye for moral and sexual uncertainty,1,1,ok,0,0.0,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0
anthropic/claude-sonnet-4-6@default,Current_928,0,0,SFC,1995,6456,6456,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.99,Barker's unflinching eye for moral and sexual uncertainty,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_502,0,0,LAT,1998,8913,8913,4989,1,single_focus,,,single,0,0.0,1.0,0.92,"The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_502,0,0,LAT,1998,8913,8913,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.92,Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_502,0,0,LAT,1998,8913,8913,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.92,"The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_502,0,0,LAT,1998,8913,8913,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.85,Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.,1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1074,1,0,DMNB,2005,1684,1684,1684,0,single_focus,,,single,0,1.0,1.0,0.85,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1074,1,0,DMNB,2005,1684,1684,1684,0,single_long_control,,,single_control,0,1.0,1.0,0.85,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1074,1,0,DMNB,2005,1684,1684,1684,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.85,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",0,1,ok,5,1.0,1.0,0.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1074,1,0,DMNB,2005,1684,1684,1684,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.85,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",0,1,ok,5,1.0,1.0,0.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1824,1,0,MIHB,1989,2597,2597,2597,0,single_focus,,,single,0,0.0,0.0,0.85,The National Mediation Board said Tuesday it has recessed contract talks between Eastern Airlines and its machinists union,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1824,1,0,MIHB,1989,2597,2597,2597,0,single_long_control,,,single_control,0,0.0,0.0,0.82,"The uncertainty has angered management. In recent weeks, Eastern has vigorously campaigned for an impasse, gaining public support from Dade County business leaders and Wall Street analysts.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1824,1,0,MIHB,1989,2597,2597,2597,0,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.7,"The uncertainty has angered management. In recent weeks, Eastern has vigorously campaigned for an impasse, gaining public support from Dade County business leaders and Wall Street analysts.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1824,1,0,MIHB,1989,2597,2597,2597,0,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.7,"The uncertainty has angered management. In recent weeks, Eastern has vigorously campaigned for an impasse, gaining public support from Dade County business leaders and Wall Street analysts.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_414,1,1,DMNB,1997,4708,4708,4708,0,single_focus,,,single,0,1.0,1.0,0.92,The Federal Reserve Board on Wednesday set aside fears that the strong economy could spark inflation and left interest rates unchanged in an apparent effort to calm rattled financial markets.,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_414,1,1,DMNB,1997,4708,4708,4708,0,single_long_control,,,single_control,0,1.0,1.0,0.92,The Federal Reserve Board on Wednesday set aside fears that the strong economy could spark inflation and left interest rates unchanged in an apparent effort to calm rattled financial markets.,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_414,1,1,DMNB,1997,4708,4708,4708,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.95,The Federal Reserve Board on Wednesday set aside fears that the strong economy could spark inflation and left interest rates unchanged in an apparent effort to calm rattled financial markets.,0,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_414,1,1,DMNB,1997,4708,4708,4708,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,The Federal Reserve Board on Wednesday set aside fears that the strong economy could spark inflation and left interest rates unchanged in an apparent effort to calm rattled financial markets.,0,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_984,1,0,MIHB,1994,6552,6552,4989,1,single_focus,,,single,0,1.0,1.0,0.9,"The findings are especially important for South Florida, where trade with the Caribbean comprises roughly a third of total trade. In its report, the General Accounting Office questioned the benefits of export assembly programs in the Caribbean, saying they provide an uncertain basis for development and have failed to create more-prosperous trading partners for the United States.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_984,1,0,MIHB,1994,6552,6552,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.85,The release of the report this month reopens the 1992 election-year controversy over Washington's support for the Caribbean Basin program. It fosters support for export-processing zones and for private foreign organizations that entice American businesses to the zones.,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_984,1,0,MIHB,1994,6552,6552,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.85,"The GAO questioned whether is.S. foreign aid had created more-prosperous trading partners or led to dramatic growth in is.S. exports, as the AID claimed when the controversy surfaced.",1,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_984,1,0,MIHB,1994,6552,6552,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.85,The GAO questioned whether is.S. foreign aid had created more-prosperous trading partners or led to dramatic growth in is.S. exports... Congress last year banned the use of government money to lure is.S. businesses overseas or to fund programs that don't respect workers' rights.,0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_27,0,0,DMNB,1993,4334,4334,4334,0,single_focus,,,single,0,1.0,0.0,0.72,Georgian leader Eduard Shevardnadze's plans to tap the natural enterpreneurial skills of his countrymen and switch swiftly to a market economy are stalled. A large-scale privatization program is at a standstill.,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_27,0,0,DMNB,1993,4334,4334,4334,0,single_long_control,,,single_control,0,1.0,0.0,0.72,Georgian leader Eduard Shevardnadze's plans to tap the natural enterpreneurial skills of his countrymen and switch swiftly to a market economy are stalled. A large-scale privatization program is at a standstill.,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_27,0,0,DMNB,1993,4334,4334,4334,0,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.72,"In the present uncertainty, not even Mr. Shevardnadze is expecting an overnight transformation. He has acknowledged he will not be able to reverse the cycle of misfortune until he establishes a new overall framework for relations with Russia.",0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_27,0,0,DMNB,1993,4334,4334,4334,0,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.75,"In the present uncertainty, not even Mr. Shevardnadze is expecting an overnight transformation. He has acknowledged he will not be able to reverse the cycle of misfortune until he establishes a new overall framework for relations with Russia.",0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_994,1,1,NYT,2008,7699,7699,4989,1,single_focus,,,single,0,1.0,1.0,0.72,he successfully pushed Congress to remove a provision from the 2009 Defense Authorization Act that would have limited their access,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_994,1,1,NYT,2008,7699,7699,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.8,"just a month ago, in the wake of questions that some of the corporations were misusing the contracting program, he successfully pushed Congress to remove a provision from the 2009 Defense Authorization Act that would have limited their access",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_994,1,1,NYT,2008,7699,7699,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.72,"After his conviction on Monday on charges he violated federal ethics laws by failing to report tens of thousands of dollars in gifts and services he had received from friends, Senator Stevens's future in Congress is uncertain.",1,1,ok,5,1.0,0.2,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_994,1,1,NYT,2008,7699,7699,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.72,"After his conviction on Monday on charges he violated federal ethics laws by failing to report tens of thousands of dollars in gifts and services he had received from friends, Senator Stevens's future in Congress is uncertain.",1,1,ok,5,1.0,0.2,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_272,0,0,SFC,1998,9268,9268,4989,1,single_focus,,,single,0,0.0,1.0,0.95,Both increased airport landing capacity and high-speed rail will be necessary for California to enter the 21st century in an efficient and environmentally sensitive fashion.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_272,0,0,SFC,1998,9268,9268,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.95,Both increased airport landing capacity and high-speed rail will be necessary for California to enter the 21st century in an efficient and environmentally sensitive fashion.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_272,0,0,SFC,1998,9268,9268,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,Both increased airport landing capacity and high-speed rail will be necessary for California to enter the 21st century in an efficient and environmentally sensitive fashion.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_272,0,0,SFC,1998,9268,9268,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,"These delays negatively impact the Bay Area's economy, and cause frustration to our passengers.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_77,1,1,SFC,1999,13692,13692,4989,1,single_focus,,,single,0,1.0,1.0,0.65,"a small corps of techno-savvy activists is playing a big role in the national campaign to legalize industrial hemp, a crop the activists call an economic life preserver for U.S. farmers but which the federal government says is a dangerous drug",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_77,1,1,SFC,1999,13692,13692,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.72,"a small corps of techno-savvy activists is playing a big role in the national campaign to legalize industrial hemp, a crop the activists call an economic life preserver for U.S. farmers but which the federal government says is a dangerous drug",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_77,1,1,SFC,1999,13692,13692,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.65,"a small corps of techno-savvy activists is playing a big role in the national campaign to legalize industrial hemp, a crop the activists call an economic life preserver for U.S. farmers but which the federal government says is a dangerous drug",0,1,ok,5,1.0,0.6,0.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_77,1,1,SFC,1999,13692,13692,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.6,"a small corps of techno-savvy activists is playing a big role in the national campaign to legalize industrial hemp, a crop the activists call an economic life preserver for U.S. farmers but which the federal government says is a dangerous drug",0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_289,0,0,MIHB,1999,2629,2629,2629,0,single_focus,,,single,0,0.0,1.0,0.6,Uncertainty in Brazil keeps stock markets edgy,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_289,0,0,MIHB,1999,2629,2629,2629,0,single_long_control,,,single_control,0,0.0,1.0,0.55,"Canada's federal government hasn't ordered its departments to change their legislation to accommodate same-sex couples, nor has it set a deadline for them to do so",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_289,0,0,MIHB,1999,2629,2629,2629,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.6,"Uncertainty in Brazil keeps stock markets edgy - Canadian stocks fell Thursday amid speculation that Brazil's economic slowdown could trim earnings, especially bank profits.",0,1,ok,0,0.0,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0
anthropic/claude-sonnet-4-6@default,Current_289,0,0,MIHB,1999,2629,2629,2629,0,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.6,"Canada's federal government hasn't ordered its departments to change their legislation to accommodate same-sex couples, nor has it set a deadline for them to do so, the justice minister said Wednesday.",1,1,ok,5,1.0,0.2,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_284,0,1,NYT,1993,1190,1190,1190,0,single_focus,,,single,0,1.0,0.0,0.72,"officials announced a new dawn in the country's fight against pollution, new proof that if Mexico was allowed to join Canada and the United States in the North American Free Trade Agreement it would not sacrifice its environment to attract business across the border",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
