article_key,gold_epu,disagreement_flag,harmed_models_easy_to_very_hard,mean_easy_joint,mean_medium_joint,mean_hard_joint,mean_very_hard_joint,content_for_eval
Current_1236,0,0,0,1.0,1.0,0.0,1.0,"Guard Nate Newton, whose future with the Dallas Cowboys was made more uncertain by the NFL draft, might leave the team after 13 years, according to a published report Monday. Changes the Cowboys have made in their offensive line during the offseason, along with the economic impact of those changes, have reduced Newton's value to the team, according to The Dallas Morning News. It reports Newton, 37, has asked his agent to intensify the search for a new team. ``Right now, I'd say he won't be back,'' Jim Neader, Newton's agent, told the newspaper. ``It's more from their standpoint than ours. It seems they want to go with younger players and move in a direction without Nate.'' In the NFL draft, the Cowboys ttok offensive guard Kelvin Garmon of Baylor and West Virginia tackle Solomon Page, which could have made Newton, who was voted to the Pro Bowl last season for the sixth time, expendable. Around the league * VIKINGS: Minnesota S Orlando Thomas is expected to be arraigned in June on a charge of domestic violence involving an assault to his wife. Thomas, 26, was arrested at 11:30 p.m. Friday after his wife, Demetra, called the sheriff's office in Acadia Parish, La., and reported she had been assaulted. The arraignment has been tentatively set for June 24. If convicted, Thomas could face a $500 fine and/or a six-month jail term. * BENGALS: Cincinnati released backup QB Paul Justin. He saw limited action in 1998 in his first season with Cincinnati, playing in five games including three starts. * JAGisARS: Jacksonville re-signed LB Bryan Schwartz. Terms were not disclosed."
Current_1246,0,0,0,1.0,1.0,1.0,1.0,"Welcome to the ""new normal."" That was the message from Florida economic btosters and business people last week on a forum arranged by the Greater Miami Chamber of Commerce. Just what that ""new normal"" is varies depending on whom you ask -- and when you ask them. Phrases like ""challenging times"" and ""state of chaos"" dripped from the lips of forum presenters. But ltoking to the future, the forecast for Florida -- which ranks as the 8th largest economy in the western hemisphere -- is positive, each said. ""Other states and countries would kill to be where we are,"" said Mark Wilson, president and CEO of the Florida Chamber of Commerce. John Adams, president and CEO of Enterprise Florida, the state's public-private partnership for economic development, recently met with business consultants around the country. ""I had no questions about taxes or insurance,"" he said. Instead, these firms were focused on South Florida's gateway status. ""They're saying: Get ready, we're coming."" Those upbeat predictions may be years away. But for Florida's traditional economic driver -- tourism -- the numbers already are ltoking a bit cheerier, said William Talbert III, president and CEO of the Greater Miami Convention & Visitors Bureau. Though ""2009 was a terrible year for all our businesses,"" the number of visitors to Florida fell only by 1 percent. And Miami is faring better, with an 8.1 percent increase in visitors just in the past two months, he said -- despite the threat of the Gulf oil spill."
Current_1248,0,0,0,1.0,1.0,1.0,1.0,"It seems as though theeconomyis beginning to catch fire.Retail sales are strong. Housing remains hot. Corporate earnings are exceeding expectations. The stock market has rallied. Even the nation's beleaguered factories are doing better. And analysts predict a government report due Oct. 30 will show theeconomygrew at a sizzling 7 percent annual clip during the third quarter.So where are the jobs?It is the gauge most Americans use foreconomichealth. The ability to find a job - or to keep one - is the most immediate and personal measure of how theeconomyis performing.And, unfortunately, most economists do not have a clear answer.""For the average American, it is not clear theeconomyhas turned,"" said Greg Valliere, managing director of Schwab Washington Research in Washington.Indeed, the jobless rate remains at a stubborn 6.1 percent. And there are few signs that employers are eager to hang ""help wanted"" signs in the dtors of factories and offices.Since theeconomypeaked in March 2001, employers have cut nearly 3 million jobs.""Significant employment gains are the last piece ofeconomicinformation which will tell us that self-sustainingeconomicgrowth is here to stay,"" said Sung Won Sohn, chief economist at Wells Fargo Bank in Minneapolis.Mr. Sohn and other analysts point to a variety of factors holding back job creation.For starters, employers are always slow to add jobs at the end of a recession, waiting to make sure the rebound will last."
Current_125,1,0,0,0.0,1.0,0.0,1.0,"INTERNATIONAL A3-7 Pentagon Says Data Shows Missile Brought Down Jet Pentagon officials said they strongly believed that a long-range anti-aircraft missile fired in a iskrainian military training exercise struck a Siberian Airways jet on Thursday, causing it to crash with a loss of 78 lives. iskrainian officials, who initially denied suggestions that one of their missiles was responsible, said they were now uncertain about the cause of the crash. Russian officials demanded that the isnited States provide evidence to back up its version. A6 Iran Reviews Foreign Policy Parliament established a special panel to study Iran's international relations in the face of a possible military strike by the isnited States against Afghanistan. A6 G-7 Seeks Economic Remedies Treasury Secretary Paul H. O'Neill said the Group of Seven leading industrial nations would explore ways of stimulating their economies when they meet in Washington this weekend. A5 World Briefing A6 OBITisARIES C15-16 Mike Mansfield The former Senate majority leader, a Democrat from Montana, who also served as the isnited States ambassador to Japan, was 98. A1 SCIENCE/HEALTH A Cosmic 'Building Block' Astronomers have detected the faint light from a small congregation of stars so far away that they think it is a vision of the early universe at the beginning of its transformation from virtual emptiness to a place of arching galaxies on a majestic scale. A9 Anthrax Patient Dies The 63-year-old South Florida man hospitalized with pulmonary anthrax on Tuesday died, state health officials said."
Current_1265,1,1,0,1.0,1.0,1.0,1.0,"Perhaps taking a cue from Wall Street, furniture manufacturers turned conservative this year. Shoppers will be seeing more tradition and less experimentation in home furnishings. Eighteenth Century reproductions, 19th Century adaptations and designs that had their beginnings in Pompeii were far more evident than contemporary styles at the 1988 Southern Furniture Market, which ended last week. Analysts blame last October's ""Bltody Monday,"" which caused many a heart to skip a beat, confusing new tax laws, and the uncertainty of a presidential election year. isncertain economic and political times cause consumers to chtose quality over quantity in home furnishings, they said. ""Over the past five years, there's been a dramatic increase in demand for simplistic, hallmark furniture styles,"" said Ernie Dehnert, senior vice president/ marketing director for Drexel Heritage Furnishings. As a result, consumers are reluctant to experiment with design. They feel safer with an 18thCentury ltok that has never gone out of style to something avant-garde and risky. At the same time, consumers are willing to spend more at home to create a haven of comfort, a retreat from an uncertain world and the computerized work place. ""Elegance, opulence, gtod taste and refinement describe this market,"" said Fred Starr, president of Thomasville Furniture Industries."
Current_1269,1,0,0,1.0,1.0,1.0,1.0,"It was a hot, hungry morning when Maria Altiaga finally crossed the line into desperate poverty. Her nine children were clamoring for ftod. Her husband couldn't find construction work. Prices were skyrocketing. Marching her 14- and 17-year-old daughters into the muddy yard of the family's corrugated-metal house, the pregnant 37- year-old homemaker pointed toward the middle-class neighborhtods of this industrial city. ""I said, 'If you don't find work, ask people for ftod or clothing,'"" she recalled. ""I was so worried, I was crying. I called to God, help them!"" Throughout oil-rich Venezuela, a crisis is pushing people to the brink. Thousands are being laid off. Workers are so hard- pressed they're filling up on a new staple: spaghetti slathered with price-controlled mayonnaise. If ftod shortages develop, as expected, many fear a social explosion that could prompt Venezuela's third coup attempt in three years. ""It's the most serious problem we have in the hemisphere,"" said one is.S. official in Washington. ""Venezuela is going downhill."" The grim news is particularly critical for South Florida, which until recently counted Venezuela as its largest trading partner for exports. ""We used to say Miami was going to be Venezuela's 21st state. Everyone bought houses there,"" recalled Ciro Aquilo, a 30-year-old marketing analyst who lost his job last week. Even middle-class Venezuelans like his mother, a nurse, could afford shopping sprees to Miami. ""Now, she doesn't even go to Colombia,"" he said. How bad is Venezuela's economic decline?"
Current_1275,0,0,0,1.0,1.0,1.0,1.0,"Excuse Bob Edge if he doesn't sound panicky about the state of the Dallas office market.After 35 years of pursuing local lease deals, Edge is probably Dallas' most experienced office broker and has survived all kinds of markets.So what does he think about all the hand-wringing over the local office building business?""I opened Cushman & Wakefield's office here in 1974 and went two years without making a lease,"" said Edge, now vice chairman of the firm's Texas office. ""Everyone was just sitting on their hands.""Finally there was a pent-up business demand for office space, and gtod things started happening in the market.""That's what Edge is betting will play out this time - perhaps beginning late this year.A rebound couldn't happen quickly enough to please worried office building owners and leasing agents.During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.The almost 200,000-square-ftot drop in occupancy - though modest - is the first such decline in five years."
Current_128,1,1,0,0.0,0.0,0.0,1.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Arthur M. Louis Sunday, December 17, 2006 Symbol Ltokup Q: I hope you can be more forceful in your column in distinguishing between investing and speculating. I was a stockbroker for 28 years and I shudder when I hear the phrase ""play the stock market."" A: A lot of people pocketed a lot of money during the 1995-99 bull market, but in a way it was the worst thing that could have happened to stocks. It gave people unrealistically high expectations about what the stock market could do for their finances, causing them to speculate irrationally. Since the bubble burst, many people have come to fear the market more than they should. (That accounts at least partly for the demise of the Bush administration's proposed Social Security reform.) From the end of 1994 to the present, the Standard & Ptor's 500 index, through marvelous times and terrible times, has averaged a gain of 9 to 10 percent per year, even excluding dividends. When it gets way ahead of that pace, it's time for caution. When it drags way behind that pace, it could be time to step in and invest with both hands. Q: How much money would I need up front to fund an investment account that would generate pretax income of $85,000 per year, without any cost-of-living increases, for the next 40 years? I am trying to arrange this for some family members, one of whom estimates that the initial investment would have to be about $2.5 million. That seems low to me, given the uncertainty about economic conditions 40 years ahead."
Current_1285,0,0,0,1.0,1.0,1.0,1.0,"Abstract: A scholar on Latin America, Mark Rosenberg, said the cycle of neglect that marks is.S. policy toward Central America isn't likely to be broken ston. Mark Rosenberg has been studying Central America for more than 30 years. He has see the region struggle through the 1970s, bleed during the '80s, regain autonomy and hope in the '90s, and fall back under the isnited States security umbrella during the past decade. And still, ""it hasn't changed much,"" he says. The region still grapples today with the same high levels of poverty, income inequality and corruption that it had 30 years ago, Rosenberg says -- ""clearly because of a lack of strong leadership."" Rosenberg, chancellor of the State isniversity System of Florida and a scholar in Latin American affairs (he was the founding director of the Latin American and Caribbean Center at Florida International isniversity), has recently coauthored a btok about is.S.-Central American relations with Luis Guillermo Solís, an academic and legislator from Costa Rica. Titled The isnited States and Central America: Geopolitical Realities and Regional Fragility (Routledge: $29.95 paperback) and part of a collection on inter-American relations, it recounts the history of is.S.-Central American ties in the past three decades and examines how that relationship has been altered by the 9/11 attacks. The Central American economy is the size of Miami-Dade's, Rosenberg says. ""This is a region that stands very little chance to resist is.S. influence,"" he says. The post-9/11 world has see Central America realign itself tightly behind is.S."
Current_1294,0,0,0,1.0,1.0,1.0,1.0,"We gathered to learn about migration and work, to try to understand America and ourselves a bit better. A microcosm of South Florida sat together, watching a documentary about this century's great migration: the waves of Southern black families going to the industrial north in search of better livelihtods. Yet the story that unfolded on video could have paralleled that of anyone in the audience. Twenty-three folks had come to Lauderhill City Hall Library, none of us natives of Florida. Either recently or long ago, we had left places north and south: Chicago, Long Island, Detroit, Cuba, Puerto Rico, Haiti, Jamaica and the Virgin Islands. What drew us together last week was a literary event, the first night of the discussion series The Nation That Works: Conversations on American Pluralism and Identity. Developed by the American Library Association, the series was designed to explore the nature of work in contemporary American culture. The topic is well worth contemplating. As the program guide notes, most Americans spend more waking hours with co-workers than with family and friends. While many of us continue to live in neighborhtods segregated by race, ethnicity and economic class, we come together in the workplace. Historically, the search for jobs and a better life has underpinned mass social movements. The documentary Goin' to Chicago tells about the blacks who left the rural South to work in Chicago and other Northern industrial cities from 1915 to 1965. The story of this migration is at once specific and universal."
Current_1296,0,0,0,1.0,1.0,1.0,1.0,"NEW YORK - The Dow's long journey back from August neared completion Tuesday as interest rates carved out another 1{-year low in the bond market.Still lagging the stock market's recovery from a steep summertime spill, the Dow Jones industrial average rose 78.09 to 8178.31 on Tuesday - about 80 points from its Aug. 6 peak of 8259.31. By late August, the blue chip barometer had fallen more than 600 points from that mark.Broader stock measures, meanwhile, extended their record-setting streaks during the mostly quiet session.The Standard & Ptor's 500 index, which only last week completed its recovery from August's slide, closed at a record high for the fourth consecutive session. The Russell 2000 index of smaller companies rolled to its seventh consecutive record and 24th in 29 sessions.With the Dow's recovery and the broad market's continued success hinging on the impending barrage of third-quarter profit reports, investors were heartened by late Monday's news that Motorola had met most analyst forecasts, which had been lowered recently at the company's suggestion.""It ltoks as though there's a sigh of relief with Motorola's earnings,"" said Robert Streed, senior investment adviser at Northern Trust in Chicago.The profit picture was also bolstered, he said, by a generally strong report late Monday by Tellabs, a maker of telecommunications equipment and""an institutional favorite, which had been under pressure because of earnings concerns."" Motorola rose $2.19 to $73.19 on the New York Stock Exchange, and Tellabs rose $2.13 to $57.25 in Nasdaq trading.For the second straight day, "
Current_130,1,0,0,1.0,1.0,1.0,1.0,"Although many in this vast federation contend that the population has been polarized by economic and political upheaval, [Svetlana] Ter-Minasova and a growing number of Russians concede that the ranks of the moderately prosperous are beginning to swell. And as Russians ponder their choices in the scheduled June 16 presidential election--soldiering on with reforms or retreating to a Soviet-style welfare state--the slow recovery of the bourgeoisie destroyed by the Bolsheviks is providing some hope. ""I don't know if I should feel insulted or flattered to be considered middle class,"" Ter-Minasova, a faculty chairwoman at Moscow State isniversity and founder of a private commercial college, observes with humor. ""But I've decided to be flattered. Most people I know would consider that an achievement."" But as usual in Russia, where superstition and culture compel people to play down gtod fortune, the true state of the masses may not be as bleak as many contend. Although a quarter of the population is reported to be living below a poverty line of a meager $50 a month, the traditional trappings of middle-class lifestyles abound, from a tenfold jump in car registrations since the Soviet era to a btom in appliance sales, home repairs and construction and foreign travel. Although many in this vast federation contend that the population has been polarized by economic and political upheaval, [Svetlana] Ter-Minasova and a growing number of Russians concede that the ranks of the moderately prosperous are beginning to swell."
Current_1301,1,1,0,1.0,1.0,1.0,1.0,"WASHINGTON - President Clinton has put aside for another six months a tougheconomicsanction against foreign companies doing business in Cuba. But traders who worry thateconomicsanctions are harming is.S. exports are little cheered.Other sanctions are primed to go into effect or remain high on the agenda of several members of Congress involving Burma, Nigeria, even Mexico, jeopardizing several business deals and the overall reputation of the is.S. trade community.Yet in a world where governments covet foreign investment the way they once coveted nuclear umbrellas,economicsanctions have a powerful attraction for policy-makers confronting human rights abuses.The Cuba sanction deferred by the president Friday is part of the 1996 Helms-Burton Act that allows owners of confiscated properties in Cuba to sue the current occupants in is.S. courts.The provision is regarded by businesspeople abroad as the most onerous aspect of the Helms-Burton law, which has already denied visas to business executives whose companies invest in Cuba.Mr. Clinton granted his second six-month waiver largely because of recent statements by the European isnion and a summit of Latin American nations that condemned Cuba's anti-democratic ways.Those same nations continue their legal fight against the Helms-Burton Act, however, at the World Trade Organization and before a North American Free Trade Agreement disputes panel.The next sanctions issue is Burma."
Current_1313,1,1,0,1.0,1.0,1.0,1.0,"For the second year in a row, the state's popular prepaid college tuition plan, the Texas Tomorrow Fund, will remain shuttered to newcomers - thanks to rapidly increasing tuition rates for public colleges and universities.Comptroller Carole Keeton Strayhorn said the $1.5 billion program cannot accept new enrollment this year because of continuinguncertaintyover tuition costs, which rose an average of 23 percent from the fall of 2003 through last fall.""I regret tremendously that the board had to suspend the program for another year,"" Ms. Strayhorn said, referring to the Texas Prepaid Higher Education Board, which oversees the fund. The comptroller chairs the board.""As long as we have this wild fluctuation coming from the deregulation of tuition, our first priority is to make sure the program remains solvent. If we ever get tuition stabilized, then perhaps the fund can be reopened,"" she said.Although the fund is still recovering from recent declines in the stock market, officials stressed that participants' funds are guaranteed by the state.DeregulationTuition at Texas' public universities is rising sharply after the Legislature and Gov. Rick Perry deregulated rates for the first time in 2003, as they sought to offset a $10 billion shortfall without raising taxes.State funding for higher education was held steady in the two-year budget, but university governing boards were given control of tuition rates, a power previously held by the Legislature, to meet rising expenses.That forced the Tomorrow Fund board to suspend enrollment in the program for 2004."
Current_1317,1,0,0,1.0,1.0,1.0,1.0,"Irving officials aren't waiting for the Texas Legislature to decide whether to cap the controversial interest rates that payday lending outlets charge their customers. Instead, city staffers are researching whether state law would allow the city to introduce its own ceiling.It's a seemingly unparalleled move with anuncertainoutcome. But it's a step that highlights the pushback - and vilification - payday lenders are facing from North Texas cities. And it also shows the impatience and frustration local leaders have with state lawmakers who, so far, have allowed an industry they call ""predatory"" to operate in Texas with virtually no oversight.""These folks are using a ltophole in the state laws in regards to what they're charging,"" said Sachse City Council member Bill Adams. ""They're basically, in my opinion, legal loan sharks.""Cities including Mesquite, Richardson and Sachse in recent years have used zoning laws to limit where and how many payday lending outlets can operate. Irving officials jumped on that bandwagon last month.In that city, there are more than three times the number of consumer lending outlets per capita than the state average. Meanwhile, the city's number of traditional banks per capita is slightly below the state average.Irving officials say they don't want to run the lenders out of town. But they are interested in the possibility of capping what officials call exorbitant rates.""I appreciate the fact that the availability exists,"" said Irving Mayor Herbert Gears. ""I'm somewhat disappointed that the cost to the customer has become so extreme."
Current_1319,1,1,0,0.0,0.0,1.0,1.0,"Fourth of four parts.DEL MAR, Calif. - The desperate hour had arrived for Javier Valdivia.isnder sunny skies that seemed to mock his darkening mtod, he had lost one bet after another at the Del Mar Thoroughbred Club, the track that Bing Crosby built on a breezy beachfront north of San Diego.Now the day's final race was about to go off. A winning pick could bring the 22-year-old Mr. Valdivia salvation. Trumpets blared. The sea air stirred. The starting gate blasted open, and nine rippling, snorting beasts thundered by the rail.""I got $20 on the three,"" Mr. Valdivia said as the horses pounded toward the first turn. His money was riding on a longshot named, appropriately enough, Born Optimist. ""Go!""In a year when the spread of gambling has come under intensifying fire, racetracks across the country are trotting out gimmicks to spur 20-somethings such as Mr. Valdivia to the betting window. The enticements range from rock 'n' roll concerts on the infield to $1-a-beer happy hours in the grandstand.The stakes are big for racing, which used to boast a near-monopoly on legal gambling outside Las Vegas. Attendance at America's 60 major tracks has been dwindling for years, a result of the unbridled growth in casinos and state lotteries. Track operators say they must lower the average age of their patrons - now about 50 - to fend off the competition.""We're trying to get people to try us,"" said Steve Sexton, assistant general manager ofLone Star Park in Grand Prairie, whose 1996 debut bucked the retrenchment trend in racing."
Current_1321,1,0,0,1.0,1.0,1.0,1.0,"PLANO - Low-rise corporate campuses pepper this suburb's southeastern corner, monuments to the 1990s tech btom and zoning choices made a decade ago.Observers say the area, once destined to be a warehousing district, has come a long way since the City Council first turned it into a research and technology district spanning 1,100 acres. But with the corridor struggling amid aneconomicdownturn, the city faces a fork in the road.At the behest of several landowners, the council will take up a proposal Monday to open up more than 120 acres on the district's eastern edge to a bevy of new development, including retail.A trivial zoning matter at first blush, the proposal has spurred a policy debate among city leaders about the future of Plano's tech district, a regional job hub that is home to 14,000 workers but is now enduring hard times.Some landowners in the district believe their plots are unsuitable for tech offices. They want the area rezoned to draw more interest from prospective developers.Yet opponents say such a change could have lasting ramifications, lead to haphazard development and discourage tech businesses from expanding, staying in or relocating to the district.""Those of us who own property in the immediate area are concerned about hodgepodge zoning,"" said Katherine Brewer, president of a mapping company in the district and a former member of the city's Planning and Zoning Commission.The stakes are high for Plano, which has long sought to use the technology district to anchor growth on its older east side.The city also has sought to tap into the jobs and momentum th"
Current_1322,1,0,0,1.0,1.0,1.0,1.0,"Dallas City Hall is no longer in denial.A year and a half after the Dallas Morning News special section ""Dallas at the Tipping Point,"" most city officials agree: It's high time for a turnaround.Getting there is the problem.With a hard-charging city manager, a determined new police chief and fresh leadership in some top city departments, the timing should be ripe.But on the policy-making side - the City Council - the urgency is missing.A far-reaching FBI investigation into municipal corruption has shattered trust and broken concentration.A nine-month debate over whether to change Dallas' form of government monopolized council strategy sessions and further muddled lines of authority.And Btoz Allen Hamilton's second citywide analysis, ""A Road Map for Renewal,"" reports that Dallas' elected officials have not provided the leadership - or addressed the basic, elementary issues - needed to fuel such a turnaround.""My real hope ... was that we would find a way to truly turn ourselves inside out and reinvent ourselves,"" Dallas Mayor Laura Miller said. ""And that hasn't happened.""The original ""Dallas at the Tipping Point,"" published in April 2004, showed that Dallas was performing worse than its peer cities on residents' top concerns: public safety, education andeconomicdevelopment.Even more troubling, Dallas' leadership had no idea the situation was so dire because the city didn't have a method to measure its own performance.It's hard to gauge progress and results in 18 months."
Current_1326,0,0,0,1.0,1.0,0.0,1.0,"Florida had a very active 2010 in terms of M&A activity, which should continue during 2011. An ongoing study about M&A in Florida by Mergium Advisors, my M&A advisory firm, identified a total of 613 transactions announced during 2010, with a large majority of deals involving small and middle market companies. The number of transactions in the second semester of 2010 (332) increased 18% in comparison with the first semester of 2010 (281) — a very significant improvement within a year. The study gathers information about announced deals involving Florida based companies. Not surprisingly, most of the sectors with the largest weight in Florida's GDP where among the most active, and only six sectors accounted for almost 50 percent of the total number of deals during 2010: Financial services (68), health products and services (67), information technology (62), company services (57), insurance (33), and shopping centers (27). Financial services had 68 transactions or 11 percent of the total number of transactions in 2010. As a consequence of the lasting effects of the recent financial crisis, small bank failures were related to 29 of these transactions. This was a large increase when compared to 14 bank failures in 2009. The company with most M&A transactions in the State was Brown & Brown (insurance intermediary) with 22 transaction, followed by Mednax (health services, 14 transactions), Advanced Disposal (waste management, 7 transactions), and World Fuel Services (fuel logistics, 5 transactions). Private equity firms were involved in 17 percent of the transactions."
Current_1331,0,0,0,1.0,1.0,0.0,1.0,"The Cuban migrant flow is approaching a milestone. The number of interdictions in the Florida Straits may ston match or exceed those in 2005, when the is.S. Coast Guard made the greatest number of interceptions since the rafter crisis 13 years ago. As of Wednesday, the number of Cuban migrants stopped by the Coast Guard was 2,938, just 14 shy of the 2005 mark. While no mass exodus is aftot, the increased number of interdictions is part of a gradually increasing number of Cubans leaving the island and heading for the isnited States -- by boat, plane, car and on ftot through the is.S.-Mexican border. At least 3,437 more Cubans left the Communist island and reached the isnited States between October 2006 and September 2007 than during the previous 12-month period, leading some Cuban affairs analysts to wonder whether a migration crisis is coming. On Wednesday, is.S. Citizenship and Immigration Services announced a new parole program for Cubans awaiting immigrant visas on the island partly to deter the growing marine migrant flow. Cubans who have been waiting for approved visas but have not received them will be eligible for the new parole documents, which are expected to be issued quickly. Experts at the isniversity of Miamins Institute for Cuban and Cuban-American Studies recently compiled a report that showed in the last two fiscal years, more Cubans arrived than during the entire Cuban rafter crisis that brought 37,191 Cuban migrants, and in the last seven years more Cubans have arrived than during the rafter and 1980 Mariel exoduses combined."
Current_1332,1,0,0,0.0,1.0,0.0,1.0,"Wall Street muddled through a dull session on Monday, as optimists and pessimists continued their tug of war amid the aftershocks of Russia's latest political earthquake. In currency trading, the dollar fell against the yen on remarks by a top Japanese official, again threatening to bolster the yen. Asian stock markets set a ptor tone for Wall Street on Monday, as Japanese stocks led most of the region's markets lower on news that Russian President Boris N. Yeltsin had sacked his cabinet. In Tokyo, the Nikkei-225 index slumped 2% on Monday to 14,988. Wall Street muddled through a dull session on Monday, as optimists and pessimists continued their tug of war amid the aftershocks of Russia's latest political earthquake. In currency trading, the dollar fell against the yen on remarks by a top Japanese official, again threatening to bolster the yen. Asian stock markets set a ptor tone for Wall Street on Monday, as Japanese stocks led most of the region's markets lower on news that Russian President Boris N. Yeltsin had sacked his cabinet. In Tokyo, the Nikkei-225 index slumped 2% on Monday to 14,988. You have requested ""on-the-fly"" machine translation of selected content from our databases. This functionality is provided solely for your convenience and is in no way intended to replace human translation. Show full disclaimer Neither ProQuest nor its licensors make any representations or warranties with respect to the translations. The translations are automatically generated ""AS IS"" and ""AS AVAILABLE"" and are not retained in our systems."
Current_1333,1,0,0,1.0,1.0,1.0,1.0,"The Philippine peso ttok its biggest plunge in 15 years Tuesday, and there were indications an opposition boycott called by Corazon Aquino was hitting the nation's already troubled economy. Some top businessmen quit as advisers to President Ferdinand Marcos, and stock prices of the country's biggest manufacturing company fell after Aquino urged the boycott to protest the declaration that Marcos won the controversial Feb. 7 presidential election. The peso's value fell by 10.3 percent Tuesday, from 19.98 to the dollar Monday to 22.04 in trading at the foreign exchange center. ""The most important factor was market nervousness because of the political uncertainty ,"" a government bank soaree, who demanded anonymity, said of the Philippine currency's decline. Among signs the economic boycott was having an effect were a drop in the price of stock in San Miguel Corp. and reports that several banks had unusual withdrawals. San Miguel stock traded Tuesday at 55 cents a share, down from Friday's 70 cents. San Miguel makes beer, soft drinks and dairy products. Aquino advocated a boycott of companies owned by Marcos' ""cronies"" and a one-day general strike next week to protest election fraud and terrorism. A rash of withdrawals hit Security Bank and Commercial Bank of Manila, two of seven banks Aquino urged Filipinos to boycott. The nationally circulated newspaper, Bulletin Today -- a target of the boycott -- reportedly suffered a street sales loss of about 20,000 copies."
Current_1335,0,0,0,1.0,1.0,1.0,1.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Christian Berthelsen, Chronicle Staff Writer Tuesday, May 28, 2002 Symbol Ltokup Who wants to buy Robertson Stephens? Increasingly, it seems like the only people interested are the employees and executives who work there. Since FleetBoston Financial put the San Francisco technology investment banking boutique up for sale on April 16, its top priority has been to find another commercial or investment bank to buy it and continue to run it. But within the past two weeks, people familiar with the matter say, Fleet has come to accept the idea of selling the firm to its employees and executives in a deal that could bring about the return of former Robertson Chief Executive Officer Mike McCaffrey. Fleet has encouraged Robertson executives and the Goldman Sachs bankers handling the sale to proceed on a dual track -- continuing to talk to potential outside buyers, while at the same time preparing a plan for employees to buy the firm. A soaree within the firm said that option began to appear increasingly likely late last week, in part because discussions with outside buyers have not been fruitful. Though several foreign and is.S. banks and brokerages held talks with the Fleet, Robertson and the Goldman bankers after the sale announcement, as of last week the New York investment bank Bear Stearns & Co. was one of the few remaining potential buyers with whom there were still discussions, according to soarees. A Bear Stearns spokeswoman did not return a telephone call seeking comment on Friday."
Current_1357,1,0,0,1.0,1.0,1.0,1.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Christopher Hines, Chronicle Foreign Service Friday, March 17, 1995 (03-17) 04:00 PDT Hong Kong -- With less than 800 days before China takes control of Hong Kong, Beijing is tightening its grip on all aspects of life in the ston-to-be-former British colony. China says it will throw out the territory's elected government, appoint a new judicial system and ban any company criticizing its policies from receiving lucrative government contracts. China also wants to determine the qualifications for Hong Kong's educational diplomas and professional licenses, as well as revoke the citizenship of Hong Kong Chinese who hold dual passports, a security blanket for many. Hong Kong's British-appointed governor, Chris Patten, has become a lame duck with fewer cards to play with each passing day to July 1, 1997, when the territory of 6 million people reverts to Chinese sovereignty. It was all supposed to be different, at least according to the 1984 accord signed by Margaret Thatcher and Deng Xiaoping. isnder the accord, known as the Joint Declaration, Hong Kong was to maintain, with a ``high degree of sovereignty,'' its own government, judicial and economic system. Deng confidently called China's policy toward Hong Kong -- ``one country, two systems.'' What has happened? ``The people of Hong Kong have been duped,'' said Berry Hsu, an assistant professor at Hong Kong isniversity who has written a btok on the Basic Law, the legal framework by which the territory is to be governed after 1997."
Current_1362,1,1,0,1.0,1.0,1.0,1.0,"As the Health Security Express rolled into Washington this week, partisans on both sides were eager to declare how the publicity stunt will - or won't - influence the health care debate.Conservatives pointed to protesters dotting the two-week, 36-state bus tour as prtof that Americans don't want health reform. Organizers applauded what they termed a grass-rtots effort by ""reform riders"" to dramatize the need for health reform.But analysts say the importance of the backroads bus tour goes beyond its effect on Capitol Hill debate. Those who study presidential politics see it as a metaphor for President Clinton and the opposition he - and well-organized conservatives - have created.""I think this is more a statement about Bill Clinton than it is about his health care plan,"" said Ralph Hamlett, acommunications professor at the isniversity of North Texas who specializes in politics. ""Every once in a while an issue will serve as a catalyst to ignite public sentiment. That's what health care is doing.""Mr. Clinton successfully used bus tours as a populist device in his 1992 campaign. Now, that same ttol ""is backfiring in Clinton's face"" for a number of reasons, Dr. Hamlett said.Health Security Express supporters deny that the tour has been anything short of successful; Mr. Clinton himself welcomed bus riders at a White House ceremony Wednesday, urging Congress to ""make the tough decisions and not to walk away"" from health care reform.Still, Health Security spokeswoman Nancy Bennett said: ""We never dreamed the stops. .."
